纯挚,纯真
左顾右盼,瞻前顾后
展望,瞻望
养虎遗患,斩草除根
直截了当,斩钉截铁
斩草除根,斩尽杀绝
簇新,崭新
拥有,占有
和,战
疆场,战地
烽火,战火
打败,战胜
兵士,战士
望风披靡,战无不胜
阵线,战线
小心翼翼,战战兢兢
和平,战争
坐,站
绽放,绽开
驰,张
惊惶失措,张皇失措
哑口无言,张口结舌
耀武扬威,张牙舞爪
落,涨
退潮,涨潮
跌价,涨价
缩,胀
投标,招标
弹压,招抚
召集,招集
应考,招考
招徕,招揽
供认,招认
觅,找
派遣,召还
标新立异,照本宣科
照旧,照常
看管,照管
依旧,照旧
映照,照射
呼应,照应
惹事,肇事
遮盖,遮蔽
合,折
服气,折服
愚人,哲人
冬眠,蛰伏
那,这
瑰宝,珍宝
实,真
不学无术,真才实学
实话,真话
谬误,真理
实在,真实
水落石出,真相大白
诚心诚意,真心实意
一孔之见,真知灼见
战线,阵线
复兴,振兴
理直气壮,振振有词
抖擞,振作
不慌不忙,镇定自若
振聋发聩,震耳欲聋
盛怒,震怒
让,争
争持,争吵
抹黑,争光
丢脸,争脸
力争上游,争先恐后
降服,征服
搜集,征集
纳税,征税
咨询,征询
援引,征引
闭,睁
江河日下,蒸蒸日上
解救,拯救
零,整
零件,整机
拾掇,整理
划一,整齐
反,正
副本,正本
混淆是非,正本清源
反比,正比
另册,正册
一般,正常
光明磊落,正大光明
邪道,正道
误点,正点
警告,正告
正轨,正规
邪路,正路
反面,正面
邪气,正气
大义凛然,正气凛然
杂色,正色
野史,正史
闲事,正事
副手,正手
负数,正数
注释,正文
和颜悦色,正颜厉色
耿直,正直
一本正经,郑重其事
收,支
收入,支出
领取,支付
四分五裂,支离破碎
主流,支流
指使,支使
干线,支线
晓得,知道
明知故犯,知法犯法
出名,知名
知难而退,知难而进
知难而进,知难而退
任人唯贤,知人善任
学问,知识
通情达理,知书达礼
晓得,知晓
迷途知返,执迷不悟
施行,执行
曲,直
中转,直达
间接,直接
开门见山,直截了当
直言不讳,直抒己见
婉言,直言
直抒己见,直言不讳
动物,植物
行,止
尽管,只管
只需,只要
只要,只有
一知半解,只知其一;不知其二
夸夸其谈,纸上谈兵
灯红酒绿,纸醉金迷
天涯,咫尺
运筹帷幄,指挥若定
混淆是非,指鹿为马
旁敲侧击,指桑骂槐
得意忘形,趾高气扬
至少,至多
高高在上,至高无上
天经地义,至理名言
至多,至少
一成不变,至死不变
言过其实,志大才疏
情投意合,志同道合
意愿,志愿
鼠目寸光,志在四方
造,制
限制,制约
遏止,制止
乱,治
治标,治本
治本,治标
医治,治疗
量,质
量变,质变
以致,致使
抛,掷
愚,智
有勇无谋,智勇双全
畅,滞
畅销,滞销
放,置
听而不闻,置若罔闻
外,中
脱靶,中靶
西餐,中餐
中缀,中断
两头,中间
及第,中举
随波逐流,中流砥柱
半夜,中午
核心,中心
当选,中选
西医,中医
直达,中转
奸,忠
奸臣,忠臣
警告,忠告
奸诈,忠厚
心怀叵测,忠心耿耿
坚定不移,忠贞不渝
奸佞,忠直
末,终
开场,终场
结局,终局
常年,终年
整天,终日
一生,终生
类,种
因果报应,种瓜得瓜;种豆得豆
品种,种类
寡,众
寡不敌众,众寡悬殊
同心协力,众口难调
孤家寡人,众叛亲离
众口一词,众说纷纭
家喻户晓,众所周知
众叛亲离,众望所归
万众一心,众志成城
沉,重
严重,重大
前车之鉴,重蹈覆辙
堆叠,重叠
轻伤,重伤
另起炉灶,重整旗鼓
循环往复,周而复始
四周,周围
蛊惑人心,诪张为幻
心腹之患,肘腋之患
夜,昼
墨,朱
白文,朱文
千丝万缕,蛛丝马迹
逐渐,逐步
逐一,逐个
逐步,逐渐
从,主
掌管,主持
客队,主队
客观,主观
配角,主角
支流,主流
胁从,主谋
仆人,主人
次要,主要
奴才,主子
失实,属实
帮,助
为虎作伥,助桀为虐
助桀为虐,助人为乐
注释,注解
正文,注释
登记,注销
储存,贮存
恭喜,祝贺
祝福,祝愿
出名,著名
著作,著述
建,筑
捕,抓
放松,抓紧
博,专
飞扬跋扈,专横跋扈
特地,专门
兼任,专任
分心,专心
聚精会神,专心致志
专注,专一
公用,专用
民主,专制
转危为安,转败为胜
转眼,转瞬
直截了当,转弯抹角
化险为夷,转危为安
本义,转义
转机,转折
赔,赚
拆,装
配备,装备
卸车,装车
装聋作哑,装疯卖傻
装疯卖傻,装聋作哑
装腔作势,装模作样
拆卸,装配
装模作样,装腔作势
安装,装置
瘦弱,壮实
勇士,壮士
好逸恶劳,壮志凌云
事与愿违,壮志未酬
形态,状态
碰,撞
逃,追
追根究底,追本溯源
清查,追查
追逐,追赶
追本溯源,追根究底
追查,追究
诘问,追问
追想,追忆
心旷神怡,惴惴不安
循循善诱,谆谆告诫
答应,准许
原则,准则
行之有效,卓有成效
巧,拙
捕,捉
一贫如洗,捉襟见肘
捕捉,捉拿
玩弄,捉弄
清,浊
清音,浊音
灭,着
入迷,着迷
实在,着实
动手,着手
不计其数,擢发难数
废寝忘食,孜孜不倦
征询,咨询
天分,资质
滋养,滋润
惹事,滋事
味道,滋味
女,子
海市蜃楼,子虚乌有
妹,姊
自大,自卑
优越感,自卑感
自杀,自残
孤芳自赏,自惭形秽
独树一帜,自成一家
大吹大擂,自吹自擂
自卑,自大
自觉,自发
公费,自费
自命不凡,自高自大
毛遂自荐,自告奋勇
自力更生,自给自足
本人,自己
盲目,自觉
迫不得已,自觉自愿
自投罗网,自掘坟墓
自惭形秽,自愧不如
自给自足,自力更生
自卑,自满
自高自大,自命不凡
自卑,自馁
掩耳盗铃,自欺欺人
自暴自弃,自强不息
自暴自弃,自轻自贱
自掘坟墓,自取灭亡
自若,自如
自如,自若
他杀,自杀
本身,自身
自力更生,自食其力
言而无信,自食其言
损人利己,自私自利
自取灭亡,自投罗网
自惭形秽,自我陶醉
同室操戈,自相残杀
言行一致,自相矛盾
同室操戈,自相鱼肉
随波逐流,自行其是
喃喃自语,自言自语
自命不凡,自以为是
自在,自由
无拘无束,自由自在
自相矛盾,自圆其说
怨天尤人,自怨自艾
志愿,自愿
自由,自在
自食其果,自作自受
分,总
合计,总计
擒,纵
犬牙交错,纵横交错
养虎遗患,纵虎归山
蜻蜓点水,走马观花
深居简出,走南闯北
出神,走神
飞禽,走兽
穷途末路,走投无路
倒霉,走运
见效,奏效
脚,足
深居简出,足不出户
脚印,足迹
神机妙算,足智多谋
兵,卒
障碍,阻碍
阻遏,阻挠
堵塞,阻塞
阻遏,阻止
拆卸,组装
先人,祖先
嘴快,嘴紧
嘴紧,嘴快
嘴笨,嘴巧
嘴硬,嘴软
嘴快,嘴稳
嘴快,嘴严
最后,最初
最初,最后
功,罪
罪大恶极,罪不容诛
罪不容诛,罪大恶极
罪不容诛,罪恶滔天
罪不容诛,罪该万死
首恶,罪魁
罪大恶极,罪孽深重
咎由自取,罪有应得
醒,醉
呕心沥血,醉生梦死
卑,尊
尊崇,尊敬
威严,尊严
恪守,遵守
今天,昨天
右,左
右边,左边
歪门邪道,左道旁门
目不转睛,左顾右盼
右派,左派
右首,左首
冥思苦想,左思右想
右翼,左翼
进退两难,左右逢源
进退维谷,左右为难
游刃有余,左支右绌
做,作
袖手旁观,作壁上观
无恶不作,作恶多端
玩火自焚,作茧自缚
横行霸道,作威作福
立,坐
节衣缩食,坐吃山空
冰清玉洁,坐怀不乱
孤陋寡闻,坐井观天
如坐针毡,坐立不安
坐观成败,坐山观虎斗
幸灾乐祸,坐视不救
坐享其成,坐收渔利
坐立不安,坐卧不宁
坐收渔利,坐享其成
束手待毙,坐以待毙
济济一堂,座无虚席
唱工,做工
自然,做作
***,成人电影
***,性爱小电影
***,AV女优
***,奸淫
***,淫乱
往返,来回
马上,立刻
赶紧,赶快
严寒,寒冷
自得,得意
农民,农夫
具体,详细
天天,每天
胜过,赛过
似乎,好像
满足,满意
新房,新居
捕捉,捕获
海域,海疆
天边,天涯
碰到,遇到
轻便,轻巧
整洁,整齐
证实,证明
评选,评比
预告,预报
连忙,立刻
四面,四周
粗笨,笨重
竖立,直立
特技,绝技
四周,附近
赞叹,惊叹
潇洒,洒脱
秀丽,奇丽
调皮,淘气
猜测,预测
轻敲,小扣
舒适,恬静
借居,寄居
稍微,轻微
仍然,仍旧
抚摩,抚摸
熟练,纯熟
清幽,幽静
拯救,救
天际,天涯
妆扮,打扮
治理,管理
判定,判断
捕捉,捕获
惊异,惊奇
惊奇,惊疑
审阅,审视
停住,愣住
远望,眺望
防御,防备
清亮,清澈
打搅,打扰
外形,形状
静静,悄悄
浇灌,灌溉
沉没,淹没
冲垮,冲毁
胜败,胜负
离别,告别
假如,如果
刺眼,耀眼
光线,光芒
雪白,洁白
惊异,惊奇
中心,中央
宽广,宽阔
新奇,新颖
经常,常常
摇摆,摇晃
四周,周围
舒适,舒服
繁茂,茂盛
打坏,打碎
专心,用心
练习,训练
轻易,容易
偶然,偶尔
伸展,舒展
擦过,掠过
静谧,安谧
看管,看守
焦虑,焦急
坎坷,崎岖
预防,防备
无故,无端
祭奠,祭祀
答应,允许
家境,家景
严重,严峻
糟践,糟蹋
把握,掌握
如同,犹如
渐渐,徐徐
周游,环游
倦怠,疲倦
赐给,赏给
好友,挚友
信仰,信奉
相当,相称
惊奇,惊讶
赠予,赠送
布满,充满
非凡,特殊
国内,海内
没精打采,垂头丧气
聚精会神,全神贯注
一尘不染,纤尘不染
无边无际,无边无涯
模模糊糊,迷迷糊糊
不由自主,情不自禁
心旷神怡,赏心悦目
意气风发,斗志昂扬
